,Unnamed: 0,X,Y,B,G,R,Gx,Gy
16291,323248,74,72,88,151,0,0.0,0.0
28506,276158,97,42,230,158,0,0.0,0.0
1109,324937,91,61,147,142,0,0.0,0.0
14918,510392,69,41,192,125,0,0.0,0.0
36949,6839,50,20,79,79,102,-0.06712694158311132,0.016733781794646463
35066,4956,35,52,70,88,85,-0.048418578457614166,-0.032252644421814865
14812,503011,95,39,245,167,0,0.0,0.0
25332,32368,27,52,80,80,180,0.0,0.0
15274,270421,38,77,52,114,82,0.0,0.0
11852,224678,76,22,255,172,0,0.0,0.0
12051,24727,49,83,44,132,12,0.0,0.0
34649,4539,71,29,178,108,9,0.09164721253127672,0.0
32221,2111,60,58,108,91,75,0.014613556019536122,0.0
21603,340538,48,90,39,143,0,0.0,0.0
35251,5141,22,49,85,60,177,0.10335206051617353,0.06157568056677825
30906,796,68,52,55,96,87,-0.032252644421814865,0.048418578457614166
14555,176912,92,16,251,200,0,0.0,0.0
9317,158785,8,33,86,69,211,0.0,0.0
18863,551842,90,10,253,203,0,0.0,0.0
5128,199352,19,12,96,70,153,0.0,0.0
23623,192587,51,47,128,108,97,0.0,0.0
4093,191272,38,32,158,101,0,0.0,0.0
1291,130406,20,70,65,87,172,0.0,0.0
20290,210817,36,33,125,92,125,0.0,0.0
8211,279728,33,12,126,88,101,0.0,0.0
2541,140473,22,65,70,81,176,0.0,0.0
2029,99588,8,68,57,75,198,0.0,0.0
17072,332383,66,77,72,147,0,0.0,0.0
1487,65605,63,73,70,137,0,0.0,0.0
23420,568606,60,30,204,124,1,0.0,0.0
13022,552844,0,12,79,64,140,0.0,0.0
28692,582804,3,56,59,67,159,0.0,0.0
13831,18891,91,47,215,149,0,0.0,0.0
34574,4464,81,7,250,188,0,-0.016733781794646463,-0.06712694158311132
20997,43542,40,86,24,107,84,0.0,0.0
22478,490621,70,21,250,163,0,0.0,0.0
16851,333370,77,22,255,184,0,0.0,0.0
10424,320420,45,16,169,110,55,0.0,0.0
7024,477353,34,97,34,123,0,0.0,0.0
26367,397952,32,0,127,85,66,0.0,0.0
22090,480161,64,1,252,155,0,0.0,0.0
15246,108779,1,87,44,81,133,0.0,0.0
32541,2431,54,19,134,95,4,-0.04511221032887475,-0.13826517935484947
5705,585625,31,77,62,106,100,0.0,0.0
12101,10351,4,79,50,79,164,0.0,0.0
26503,478564,47,8,187,109,3,0.0,0.0
9562,165308,74,84,50,181,0,0.0,0.0
22380,405417,6,65,53,73,179,0.0,0.0
12619,382448,74,40,211,134,0,0.0,0.0
14956,537133,41,15,157,106,61,0.0,0.0
8326,317610,17,6,91,69,136,0.0,0.0
12477,312373,63,41,183,120,0,0.0,0.0
35176,5066,16,47,83,71,169,0.03014605954138166,-0.015067403328270003
14977,12946,30,74,59,98,121,0.0,0.0
10453,385388,3,80,50,81,136,0.0,0.0
28727,256241,95,69,116,155,0,0.0,0.0
37452,7342,26,18,113,78,112,0.0927510698353074,0.01842431943322176
6514,564358,16,54,78,82,212,0.0,0.0
37455,7345,26,21,96,77,131,0.03014605954138166,0.015067403328270003
7474,185112,75,44,197,133,0,0.0,0.0
33890,3780,85,13,106,86,5,-0.09164721253127672,0.0
27579,252875,60,80,55,151,0,0.0,0.0
10423,449962,58,50,136,113,61,0.0,0.0
32911,2801,31,13,135,84,12,-0.03451121964800863,-0.06920142621660752
28183,534779,16,91,38,96,105,0.0,0.0
7900,274167,77,51,180,142,0,0.0,0.0
33262,3152,59,36,73,80,80,-0.06712694158311132,-0.016733781794646463
1807,429229,48,61,91,110,0,0.0,0.0
2464,345964,4,44,62,69,186,0.0,0.0
27955,49165,98,5,253,207,0,0.0,0.0
36148,6038,49,32,92,71,131,0.07313727383716523,0.05474926718086332
17561,454242,1,30,78,67,155,0.0,0.0
18875,247679,8,79,50,83,164,0.0,0.0
12848,491240,76,40,215,142,0,0.0,0.0
9206,497743,41,43,115,90,138,0.0,0.0
27562,412030,74,6,254,180,0,0.0,0.0
32846,2736,26,8,117,78,85,0.04715256350368319,0.015699044804238282
491,254449,77,77,76,170,0,0.0,0.0
18853,225279,82,23,255,181,0,0.0,0.0
14453,337116,14,68,62,82,198,0.0,0.0
5525,475929,20,73,64,92,162,0.0,0.0
3519,132297,39,61,81,98,131,0.0,0.0
27913,275782,93,66,126,155,0,0.0,0.0
18113,30777,11,61,66,72,215,0.0,0.0
9237,363793,85,29,254,176,0,0.0,0.0
24414,466340,23,56,77,86,189,0.0,0.0
14556,245396,85,96,23,197,0,0.0,0.0
15590,455402,12,90,41,92,123,0.0,0.0
12736,426769,22,73,57,92,153,0.0,0.0
18404,424589,0,93,41,84,114,0.0,0.0
10090,240282,33,54,86,81,153,0.0,0.0
13396,417382,27,58,72,88,163,0.0,0.0
31641,1531,54,83,72,97,4,0.04511221032887475,-0.13826517935484947
911,222811,57,55,120,108,77,0.0,0.0
2952,148517,4,37,78,72,168,0.0,0.0
144,429928,55,60,99,117,18,0.0,0.0
2561,287898,16,10,93,69,154,0.0,0.0
10198,291706,54,18,206,121,0,0.0,0.0
2448,54542,51,94,27,155,0,0.0,0.0
12535,306605,5,73,50,75,167,0.0,0.0
9057,447756,35,48,96,90,141,0.0,0.0
18458,171480,36,56,81,94,138,0.0,0.0
17301,577992,55,44,138,110,74,0.0,0.0
35128,5018,12,49,68,55,228,0.0,0.0467521999912377
24952,207257,99,45,222,152,0,0.0,0.0
8647,456101,19,89,42,97,109,0.0,0.0
18049,491249,76,49,180,137,0,0.0,0.0
16064,519498,62,82,54,161,0,0.0,0.0
2554,395191,3,11,78,63,148,0.0,0.0
22237,218139,9,55,69,58,219,0.0,0.0
33869,3759,84,4,245,175,0,0.06712694158311132,0.016733781794646463
22385,364779,95,15,253,202,0,0.0,0.0
776,207866,5,54,63,65,187,0.0,0.0
3835,207523,2,11,81,58,167,0.0,0.0
33182,3072,52,30,71,48,127,0.04511221032887475,0.13826517935484947
1930,92251,34,3,132,84,64,0.0,0.0
12945,522550,93,34,254,177,0,0.0,0.0
30823,713,57,59,114,83,96,0.04715256350368319,-0.015699044804238282
23413,125714,72,50,169,113,0,0.0,0.0
18339,336203,5,55,63,70,180,0.0,0.0
31194,1084,62,56,123,87,76,0.06647615158762404,0.0
13963,31992,23,76,59,93,144,0.0,0.0
9682,287335,10,47,76,72,219,0.0,0.0
28111,291981,56,93,36,173,0,0.0,0.0
4455,59096,98,64,142,144,0,0.0,0.0
17496,10668,7,96,41,87,114,0.0,0.0
34902,4792,51,34,50,80,114,-0.0927510698353074,0.01842431943322176
1243,216861,96,77,85,166,0,0.0,0.0
20444,61972,27,40,97,86,176,0.0,0.0
12029,546164,32,4,127,86,67,0.0,0.0
25800,430247,58,79,58,143,0,0.0,0.0
16552,414951,3,27,83,69,173,0.0,0.0
14839,360637,52,50,43,88,130,0.0,0.0
13128,193848,64,8,250,157,0,0.0,0.0
9536,48914,95,54,188,145,0,0.0,0.0
13238,485955,22,27,104,87,175,0.0,0.0
22916,548171,52,11,206,122,0,0.0,0.0
34717,4607,77,36,139,113,0,-0.04511221032887475,-0.13826517935484947
33250,3140,58,37,61,78,84,-0.09164721253127672,0.0
4634,414804,1,80,45,79,129,0.0,0.0
37329,7219,30,34,96,86,113,0.0,0.014613556019536122
18917,64329,50,97,33,162,0,0.0,0.0
5434,446231,19,91,42,98,100,0.0,0.0
4217,424415,99,19,253,201,0,0.0,0.0
3914,126458,80,77,13,176,0,0.0,0.0
28243,320950,50,78,60,134,19,0.0,0.0
10989,553062,2,30,82,71,155,0.0,0.0
23511,434027,96,59,165,144,0,0.0,0.0
1278,583892,14,44,78,72,216,0.0,0.0
32825,2715,24,12,79,64,133,-0.015699044804238282,0.04715256350368319
23468,387544,26,64,70,92,148,0.0,0.0
13602,214830,76,46,192,129,0,0.0,0.0
6018,57253,80,21,255,182,0,0.0,0.0
35443,5333,51,32,131,93,64,0.06920142621660752,-0.03451121964800863
30597,487,92,61,70,125,0,-0.032252644421814865,-0.048418578457614166
1052,260319,36,68,70,106,113,0.0,0.0
13078,211797,46,13,191,113,4,0.0,0.0
10229,323199,74,23,253,168,0,0.0,0.0
8494,466809,28,25,121,91,133,0.0,0.0
8023,197858,4,18,85,67,177,0.0,0.0
75,116584,81,20,254,187,0,0.0,0.0
22303,439498,52,58,101,116,82,0.0,0.0
23594,392385,75,5,254,184,0,0.0,0.0
27063,93433,45,85,38,83,96,0.0,0.0
22961,544614,16,54,72,80,218,0.0,0.0
9826,158011,0,59,57,66,143,0.0,0.0
16095,187779,2,11,78,59,160,0.0,0.0
25910,426768,22,72,55,91,158,0.0,0.0
26066,48590,92,30,255,182,0,0.0,0.0
7109,127731,93,95,14,210,0,0.0,0.0
3000,580139,76,91,26,202,0,0.0,0.0
34235,4125,50,52,45,84,139,-0.05077710678338576,0.05077710678338576
6524,34210,45,94,38,142,0,0.0,0.0
35940,5830,39,8,146,87,45,0.1308992675592447,-0.0214106195359553
18718,14034,41,62,81,105,122,0.0,0.0
27361,425771,12,75,56,88,177,0.0,0.0
953,362325,70,61,117,134,0,0.0,0.0
31895,1785,68,78,78,131,0,-0.03826297667586875,-0.09632405027258556
37903,7793,33,90,39,126,0,-0.03451121964800863,-0.06920142621660752
5341,353870,84,78,68,177,0,0.0,0.0
27129,552129,92,97,0,211,0,0.0,0.0
15041,419164,45,61,79,111,106,0.0,0.0
30323,213,72,62,134,90,16,0.06920142621660752,-0.03451121964800863
21661,496788,31,88,52,121,62,0.0,0.0
26377,531219,81,31,252,168,0,0.0,0.0
13655,488750,51,50,122,112,87,0.0,0.0
11899,525535,23,19,113,85,137,0.0,0.0
19151,421930,74,34,233,148,0,0.0,0.0
27482,333434,77,86,44,184,0,0.0,0.0
29815,488667,50,67,83,131,35,0.0,0.0
11547,419579,50,25,191,113,30,0.0,0.0
14494,151255,33,3,130,88,61,0.0,0.0
10595,80574,15,98,36,94,90,0.0,0.0
20603,31581,19,65,67,81,197,0.0,0.0
36507,6397,39,60,89,107,0,0.0,-0.1287068006749893
25702,32087,24,71,61,90,151,0.0,0.0
14845,538541,55,81,54,142,0,0.0,0.0
14206,338142,24,94,35,107,63,0.0,0.0
725,250819,40,19,151,103,75,0.0,0.0
27889,357554,21,62,69,86,186,0.0,0.0
34001,3891,45,47,86,81,144,0.0,0.014613556019536122
33093,2983,75,18,190,120,3,-0.015067403328270003,0.03014605954138166
23276,352233,67,25,209,122,0,0.0,0.0
31118,1008,86,17,244,178,0,-0.016733781794646463,-0.06712694158311132
4913,141579,33,71,68,53,146,0.0,0.0
11181,352499,70,24,234,144,0,0.0,0.0
18959,296281,1,21,79,64,161,0.0,0.0
21791,224820,77,64,117,133,0,0.0,0.0
17082,283861,75,73,85,159,0,0.0,0.0
7889,139232,10,24,90,70,199,0.0,0.0
1423,503508,0,36,68,65,140,0.0,0.0
23256,288404,21,16,102,78,146,0.0,0.0
17005,296957,7,97,37,88,111,0.0,0.0
31773,1663,85,66,101,130,0,-0.04511221032887475,-0.13826517935484947
19918,221659,45,98,37,140,0,0.0,0.0
3115,468190,42,6,161,98,26,0.0,0.0
31008,898,76,16,153,101,37,0.0,0.1287068006749893
21287,186666,90,98,0,212,0,0.0,0.0
28830,56670,74,38,216,137,0,0.0,0.0
29950,9525,96,53,197,145,0,0.0,0.0
11645,558772,60,68,83,132,9,0.0,0.0
26767,331510,57,34,109,77,102,0.0,0.0
31247,1137,66,62,87,109,0,-0.03451121964800863,-0.06920142621660752
15268,178576,8,80,49,84,157,0.0,0.0
19837,77224,81,78,68,173,0,0.0,0.0
23160,488807,52,7,207,122,0,0.0,0.0
61,515910,25,66,61,92,150,0.0,0.0
28824,393934,90,54,179,139,0,0.0,0.0
12708,476908,30,52,81,87,156,0.0,0.0
27501,73404,43,0,160,96,10,0.0,0.0
23138,382478,74,70,96,142,0,0.0,0.0
22061,59436,2,4,73,55,144,0.0,0.0
26608,553601,7,69,54,78,172,0.0,0.0
4756,59316,0,84,43,76,134,0.0,0.0
20075,149477,13,97,26,88,92,0.0,0.0
15334,503769,2,97,38,83,113,0.0,0.0
29217,305265,92,33,255,175,0,0.0,0.0
28125,362576,73,12,254,177,0,0.0,0.0
2858,294443,81,76,77,168,0,0.0,0.0
36079,5969,75,45,57,98,0,-0.0927510698353074,-0.01842431943322176
18505,260031,33,59,67,94,149,0.0,0.0
25062,268010,14,66,62,87,203,0.0,0.0
11373,17246,74,90,26,196,0,0.0,0.0
10226,587163,48,11,192,115,2,0.0,0.0
30782,672,54,56,113,75,119,0.13826517935484947,0.04511221032887475
32222,2112,60,60,87,94,70,-0.014613556019536122,0.0
34077,3967,52,49,105,97,1,-0.04511221032887475,-0.13826517935484947
35904,5794,36,10,123,81,95,0.06920142621660752,0.03451121964800863
19688,412920,82,96,2,209,0,0.0,0.0
7251,221151,40,37,108,92,131,0.0,0.0
6898,579947,74,99,7,210,0,0.0,0.0
27428,89551,7,3,81,50,158,0.0,0.0
18840,493555,99,55,190,150,0,0.0,0.0
7375,307425,13,93,37,93,111,0.0,0.0
36504,6394,38,63,72,111,2,-0.06157568056677825,-0.10335206051617353
6527,198675,12,35,73,64,217,0.0,0.0
30681,571,43,72,85,63,122,0.09164721253127672,0.0
8038,298576,24,16,108,82,136,0.0,0.0
22497,516446,31,2,124,86,68,0.0,0.0
18699,116931,84,67,107,149,0,0.0,0.0
27375,450467,63,55,127,118,29,0.0,0.0
13438,233660,66,4,253,159,0,0.0,0.0
16200,551463,86,31,250,175,0,0.0,0.0
36594,6484,55,48,136,91,5,0.09632405027258556,-0.03826297667586875
28507,281954,56,66,89,131,41,0.0,0.0
16273,572991,4,15,82,65,168,0.0,0.0
9641,249729,29,29,116,90,141,0.0,0.0
27744,572621,0,45,60,65,113,0.0,0.0
37099,6989,41,43,100,89,58,-0.014723162687942437,-0.014723162687942437
32753,2643,33,17,157,92,11,0.13826517935484947,-0.04511221032887475
30011,200239,28,31,46,72,153,0.0,0.0
6334,594116,17,96,30,96,85,0.0,0.0
8477,77394,83,73,86,157,0,0.0,0.0
31215,1105,63,65,43,110,24,-0.0927510698353074,-0.01842431943322176
19293,38753,92,33,255,173,0,0.0,0.0
22953,179080,13,84,49,92,146,0.0,0.0
14524,401451,66,99,21,199,0,0.0,0.0
21331,343151,75,48,185,135,0,0.0,0.0
30652,542,40,81,47,89,126,-0.07313727383716523,0.05474926718086332
24954,85035,61,4,238,143,0,0.0,0.0
4528,366449,11,85,46,89,146,0.0,0.0
30778,668,53,64,63,80,132,-0.032252644421814865,0.048418578457614166
17914,139930,17,22,96,75,185,0.0,0.0
34014,3904,46,48,82,85,126,-0.014613556019536122,0.0
10012,226234,91,78,80,158,0,0.0,0.0
7545,395919,10,39,82,67,202,0.0,0.0
8224,409661,49,79,58,133,23,0.0,0.0
31829,1719,62,80,51,115,28,-0.06712694158311132,0.016733781794646463
2772,454847,7,35,81,70,210,0.0,0.0
2525,499925,64,53,150,130,0,0.0,0.0
13852,61041,18,9,95,72,140,0.0,0.0
25980,10860,9,88,43,88,143,0.0,0.0
18377,70394,12,90,39,92,126,0.0,0.0
10202,572579,0,3,71,60,125,0.0,0.0
25562,513106,97,62,153,144,0,0.0,0.0
22108,300613,44,98,33,149,0,0.0,0.0
21620,404348,95,96,7,209,0,0.0,0.0
9535,530385,72,97,16,208,0,0.0,0.0
13019,68422,93,18,254,198,0,0.0,0.0
25726,345586,0,66,50,72,121,0.0,0.0
8982,324794,90,18,253,198,0,0.0,0.0
15625,63723,44,91,39,136,0,0.0,0.0
3154,140107,18,99,31,100,71,0.0,0.0
22833,559186,64,82,54,160,0,0.0,0.0
22859,120134,16,70,66,86,196,0.0,0.0
16623,391155,62,75,74,140,0,0.0,0.0
26936,83931,49,55,101,99,114,0.0,0.0
18421,129472,11,36,85,69,217,0.0,0.0
6390,446044,18,4,98,72,120,0.0,0.0
7403,258238,15,66,64,84,197,0.0,0.0
6328,513641,2,97,36,87,107,0.0,0.0
36549,6439,51,54,82,100,98,-0.015067403328270003,0.03014605954138166
23730,220976,38,37,102,89,140,0.0,0.0
8889,406016,12,64,61,78,206,0.0,0.0
1346,85191,62,85,44,159,0,0.0,0.0
32554,2444,23,31,94,69,163,0.08000000000000003,0.08000000000000003
27168,569847,72,71,89,145,0,0.0,0.0
22379,19960,2,16,81,60,172,0.0,0.0
19045,311455,54,23,200,119,1,0.0,0.0
14920,446669,24,29,89,77,170,0.0,0.0
6206,554102,12,70,61,82,185,0.0,0.0
251,273723,73,7,255,179,0,0.0,0.0
15714,379641,46,33,158,108,92,0.0,0.0
10594,479597,57,62,97,121,50,0.0,0.0
24650,220349,31,65,73,92,142,0.0,0.0
15771,154697,67,45,162,118,0,0.0,0.0
35079,4969,36,53,66,87,55,-0.07313727383716523,-0.05474926718086332
27539,235487,85,59,154,134,0,0.0,0.0
19579,421585,70,89,34,189,0,0.0,0.0
471,296849,6,89,44,87,137,0.0,0.0
6315,576154,37,6,142,92,52,0.0,0.0
30281,171,68,71,45,120,45,-0.09632405027258556,0.03826297667586875
14480,424973,4,77,52,82,156,0.0,0.0
10250,353302,79,10,254,190,0,0.0,0.0
34369,4259,64,33,149,98,54,0.048418578457614166,0.032252644421814865
21567,430484,61,16,235,144,0,0.0,0.0
18531,364781,95,17,251,200,0,0.0,0.0
20090,13744,38,72,62,107,110,0.0,0.0
8116,358985,35,93,40,123,14,0.0,0.0
22843,64318,50,86,44,139,5,0.0,0.0
19415,546066,31,6,127,88,77,0.0,0.0
8514,202255,49,43,138,107,101,0.0,0.0
1682,554402,15,70,63,88,182,0.0,0.0
36746,6636,77,14,255,194,0,0.05474926718086332,-0.07313727383716523
10045,341085,54,37,168,114,45,0.0,0.0
26083,231567,45,11,181,110,28,0.0,0.0
9027,528529,54,9,215,126,0,0.0,-0.0
13066,214943,77,59,142,130,0,0.0,0.0
32390,2280,52,36,68,88,74,-0.05077710678338576,-0.05077710678338576
3245,471807,79,51,183,137,0,0.0,0.0
6600,142079,39,29,132,96,108,0.0,0.0
9068,46775,74,15,255,177,0,0.0,0.0
4918,317006,11,2,81,63,144,0.0,0.0
4867,64584,53,52,114,107,87,0.0,0.0
34921,4811,53,28,114,93,81,0.014723162687942437,-0.014723162687942437
5907,175508,78,12,253,186,0,0.0,0.0
8416,525783,25,67,65,90,155,0.0,0.0
28889,249662,28,62,72,90,158,0.0,0.0
34526,4416,77,7,226,155,0,-0.014613556019536122,0.0
25200,128506,1,70,54,66,151,0.0,0.0
36265,6155,56,26,61,71,114,-0.06157568056677825,0.10335206051617353
26717,233941,68,85,42,167,0,0.0,0.0
928,449655,55,43,153,113,76,0.0,0.0
28431,196743,93,3,252,206,0,0.0,0.0
14525,166340,85,16,253,195,0,0.0,0.0
22806,537536,45,71,71,117,77,0.0,0.0
34822,4712,61,47,87,96,8,-0.05077710678338576,-0.05077710678338576
5780,331916,61,52,105,113,60,0.0,0.0
31431,1321,43,75,57,93,121,-0.048418578457614166,0.032252644421814865
25482,380981,59,73,78,133,12,0.0,0.0
13991,241735,48,7,192,109,6,0.0,0.0
27581,98031,93,11,255,209,0,0.0,0.0
14420,322267,64,91,32,183,0,0.0,0.0
19527,591425,91,5,251,204,0,0.0,0.0
20488,353727,83,35,234,163,0,0.0,0.0
22569,316140,2,36,76,67,175,0.0,0.0
4955,65692,64,60,78,124,41,0.0,0.0
28655,288745,24,57,78,87,188,0.0,0.0
8171,141534,33,26,124,93,119,0.0,0.0
26274,449283,51,71,76,125,59,0.0,0.0
33505,3395,40,47,64,87,130,-0.06647615158762404,0.0
35424,5314,49,39,61,85,116,-0.0467521999912377,0.0
27893,147832,97,52,198,143,0,0.0,0.0
16430,32897,32,81,56,108,97,0.0,0.0
18960,317472,15,68,64,82,197,0.0,0.0
36596,6486,55,50,125,93,2,0.048418578457614166,-0.032252644421814865
4559,183314,57,46,150,116,60,0.0,0.0
31597,1487,49,88,56,110,58,-0.04715256350368319,-0.015699044804238282
8858,425192,6,96,40,90,113,0.0,0.0
18206,591117,87,97,13,212,0,0.0,0.0
35134,5024,13,43,83,54,212,0.13826517935484947,0.04511221032887475
13634,1064,10,64,62,69,212,0.0,0.0
26493,172369,45,66,77,114,91,0.0,0.0
6014,236884,99,56,189,143,0,0.0,0.0
14424,256865,1,93,37,85,115,0.0,0.0
29293,330569,47,93,40,142,0,0.0,0.0
35560,5450,50,40,121,92,37,0.03014605954138166,-0.015067403328270003
13307,445621,13,81,51,88,158,0.0,0.0
22602,340693,50,45,131,106,90,0.0,0.0
29695,371989,68,53,149,125,0,0.0,0.0
32158,2048,54,57,80,59,131,0.04511221032887475,0.13826517935484947
37335,7225,30,40,62,83,125,-0.1308992675592447,0.0214106195359553
6746,476888,30,32,116,92,140,0.0,0.0
33894,3784,86,4,250,192,0,0.06712694158311132,-0.016733781794646463
30674,564,42,78,69,89,114,-0.014723162687942437,0.014723162687942437
10959,63422,41,90,43,129,7,0.0,0.0
24622,275446,90,30,255,182,0,0.0,0.0
4636,467592,36,8,141,92,64,0.0,0.0
4900,433777,94,9,252,206,0,0.0,0.0
30599,489,92,63,38,132,0,-0.07313727383716523,-0.05474926718086332
6948,471830,79,74,85,158,0,0.0,0.0
7449,99174,4,54,64,66,186,0.0,0.0
37161,7051,65,32,62,79,96,-0.06157568056677825,0.10335206051617353
29002,178264,5,68,55,75,168,0.0,0.0
30736,626,47,80,53,109,13,-0.05474926718086332,-0.07313727383716523
3833,234199,71,48,178,125,0,0.0,0.0
15854,88336,94,88,40,193,0,0.0,0.0
35003,4893,30,52,57,76,178,-0.05077710678338576,0.05077710678338576
23421,510409,69,58,126,124,0,0.0,0.0
35102,4992,9,47,63,40,241,0.04511221032887475,0.13826517935484947
9619,453013,89,1,254,203,0,0.0,0.0
4707,51826,24,66,68,87,164,0.0,0.0
23077,424818,3,22,84,69,168,0.0,0.0
5426,134809,65,56,125,118,17,0.0,0.0
4657,401589,68,37,204,129,0,0.0,0.0
6237,440658,64,18,239,148,0,0.0,0.0
37851,7741,29,85,68,97,73,0.0467521999912377,0.0
3633,355853,4,61,55,68,180,0.0,0.0
31317,1207,51,84,62,92,94,-0.06712694158311132,0.016733781794646463
6646,380867,58,59,107,116,58,0.0,0.0
5030,363148,78,84,47,184,0,0.0,0.0
16071,296437,2,77,47,77,149,0.0,0.0
1043,223089,60,33,204,123,2,0.0,0.0
9739,447036,27,96,35,110,46,0.0,0.0
27945,549548,66,0,253,159,0,0.0,0.0
24865,8928,90,56,179,144,0,0.0,0.0
28165,474240,3,84,48,82,134,0.0,0.0
31804,1694,60,80,50,112,62,-0.07313727383716523,0.05474926718086332
11024,464711,7,27,84,68,194,0.0,0.0
32669,2559,33,37,113,87,0,-0.04511221032887475,-0.13826517935484947
13922,137417,92,9,255,208,0,0.0,0.0
6521,313209,71,77,70,156,0,0.0,0.0
12434,341384,57,36,180,118,23,0.0,0.0
37863,7753,30,85,66,100,54,0.04715256350368319,-0.015699044804238282
27336,53447,40,87,50,123,39,0.0,0.0
4325,55762,65,30,218,132,0,0.0,0.0
20222,508059,45,87,47,136,0,0.0,0.0
3928,601845,96,53,194,144,0,0.0,0.0
18871,230847,37,91,52,119,38,0.0,0.0
19003,203147,58,35,187,120,28,0.0,0.0
15238,520068,68,52,149,127,0,0.0,0.0
24812,488576,49,76,61,134,27,0.0,0.0
27770,370005,47,53,104,105,105,0.0,0.0
12530,328705,29,29,116,89,143,0.0,0.0
20885,154847,68,95,19,203,0,0.0,0.0
21987,380011,50,3,193,113,0,0.0,0.0
37544,7434,20,77,54,81,143,-0.03826297667586875,0.09632405027258556
34980,4870,28,47,73,60,204,0.03826297667586875,0.09632405027258556
8871,39992,5,4,78,54,158,0.0,0.0
17367,439875,56,35,181,121,37,0.0,0.0
1603,441546,73,6,254,180,0,0.0,0.0
36861,6751,46,49,64,98,63,-0.13826517935484947,-0.04511221032887475
5843,133943,56,7,222,129,0,0.0,0.0
12724,12,0,12,75,57,164,0.0,0.0
21643,83694,47,18,176,111,53,0.0,0.0
31613,1503,50,91,28,133,4,-0.13826517935484947,-0.04511221032887475
13278,594056,17,36,88,74,209,0.0,0.0
12858,305995,99,63,152,142,0,0.0,0.0
36560,6450,52,52,105,98,70,0.014723162687942437,0.014723162687942437
34119,4009,78,21,141,98,22,-0.048418578457614166,0.032252644421814865
22341,169378,15,54,75,79,220,0.0,0.0
5570,552396,95,64,140,148,0,0.0,0.0
2279,525732,25,16,117,86,118,0.0,0.0
34480,4370,73,8,153,101,13,-0.03451121964800863,0.06920142621660752
24396,463339,93,55,187,145,0,0.0,0.0
11778,71615,25,11,112,83,117,0.0,0.0
11029,502075,86,3,251,199,0,0.0,0.0
23530,504071,5,99,40,89,110,0.0,0.0
10869,481613,78,85,41,187,0,0.0,0.0
4045,100049,13,29,91,73,209,0.0,0.0
3193,168503,6,79,52,82,159,0.0,0.0
20871,268000,14,56,71,80,219,0.0,0.0
9985,353468,80,76,79,174,0,0.0,0.0
3105,456120,20,8,101,75,129,0.0,0.0
32678,2568,26,23,80,70,165,0.0,0.09164721253127672
37530,7420,33,22,135,90,3,0.0214106195359553,-0.1308992675592447
7886,459495,53,83,44,142,0,0.0,0.0
17928,124638,61,74,68,139,0,0.0,0.0
37205,7095,69,33,71,90,51,-0.06712694158311132,0.016733781794646463
27673,572546,99,70,114,151,0,0.0,0.0
11764,341231,55,83,46,146,0,0.0,0.0
17203,53217,38,57,83,94,135,0.0,0.0
30628,518,38,75,59,46,157,0.03826297667586875,0.09632405027258556
7827,568295,57,19,216,128,0,0.0,0.0
32977,2867,39,21,94,78,128,0.0,0.014613556019536122
21410,124899,64,35,207,127,0,0.0,0.0
9240,387168,22,88,46,99,109,0.0,0.0
800,215335,81,51,189,136,0,0.0,0.0
17937,483456,97,28,253,188,0,0.0,0.0
35744,5634,26,41,67,64,199,0.0,0.1287068006749893
16104,389448,45,68,75,110,90,0.0,0.0
30634,524,39,73,68,51,156,0.08000000000000003,0.08000000000000003
36703,6593,73,19,218,143,0,-0.029910794252010205,0.0
23277,561696,89,92,16,206,0,0.0,0.0
8857,521944,87,28,255,183,0,0.0,0.0
19240,535817,27,29,110,85,162,0.0,0.0
18969,126281,78,75,6,170,0,0.0,0.0
15670,286142,98,54,192,146,0,0.0,0.0
24906,13799,39,27,138,99,111,0.0,0.0
14438,500087,66,15,251,160,0,0.0,0.0
23206,560085,73,81,60,170,0,0.0,0.0
36026,5916,71,42,68,93,71,-0.032252644421814865,0.048418578457614166
11753,205673,83,61,138,139,0,0.0,0.0
14829,144447,63,67,93,132,0,0.0,0.0
1285,301504,54,72,71,129,28,0.0,0.0
12806,106560,79,68,103,150,0,0.0,0.0
5346,182581,49,68,76,123,74,0.0,0.0
31565,1455,47,81,81,70,111,0.06712694158311132,0.016733781794646463
2043,345481,99,61,158,140,0,0.0,0.0
8993,166029,82,5,253,194,0,0.0,0.0
2111,446031,17,91,43,97,107,0.0,0.0
27494,135565,73,57,139,128,0,0.0,0.0
11081,284700,84,12,252,194,0,0.0,0.0
83,410822,61,98,26,187,0,0.0,0.0
7555,212102,49,18,190,117,36,0.0,0.0
20359,264531,79,87,41,195,0,0.0,0.0
13058,501512,80,40,221,147,0,0.0,0.0
7678,217982,7,98,43,79,113,0.0,0.0
6802,516546,32,2,125,87,67,0.0,0.0
6857,460943,68,31,204,120,25,0.0,0.0
36612,6502,56,54,107,107,0,-0.015699044804238282,-0.04715256350368319
9469,235621,86,93,21,203,0,0.0,0.0
5638,383323,83,15,253,193,0,0.0,0.0
5686,223857,68,1,252,163,0,0.0,0.0
