X,Y,B,G,R,Gx,Gy
70,36,87,95,58,-0.03014605954138166,0.015067403328270003
70,37,75,95,58,-0.04715256350368319,0.015699044804238282
70,38,60,96,54,-0.06712694158311132,0.016733781794646463
70,39,56,96,53,-0.0927510698353074,0.01842431943322176
70,40,52,98,50,-0.1308992675592447,0.0214106195359553
71,28,195,114,1,0.1287068006749893,0.0
71,29,178,108,9,0.09164721253127672,0.0
71,30,162,104,14,0.06647615158762404,0.0
71,31,147,99,22,0.0467521999912377,0.0
71,32,132,96,29,0.029910794252010212,0.0
71,33,124,96,35,0.014613556019536122,0.0
71,35,99,94,47,-0.014613556019536122,0.0
71,36,88,96,48,-0.029910794252010212,0.0
71,37,75,95,47,-0.0467521999912377,0.0
71,38,59,95,45,-0.06647615158762404,0.0
71,39,54,96,44,-0.09164721253127672,0.0
71,40,50,97,39,-0.1287068006749893,0.0
72,28,202,122,0,0.1308992675592447,-0.0214106195359553
72,29,188,113,0,0.0927510698353074,-0.01842431943322176
72,30,173,109,0,0.06712694158311132,-0.016733781794646463
72,31,160,104,0,0.04715256350368319,-0.015699044804238282
72,32,147,100,3,0.03014605954138166,-0.015067403328270003
72,33,135,99,8,0.014723162687942437,-0.014723162687942437
72,34,119,98,14,0.0,-0.014613556019536122
72,35,107,98,21,-0.014723162687942437,-0.014723162687942437
72,36,97,101,23,-0.03014605954138166,-0.015067403328270003
72,37,86,98,21,-0.04715256350368319,-0.015699044804238282
72,38,71,98,20,-0.06712694158311132,-0.016733781794646463
72,39,63,97,18,-0.0927510698353074,-0.01842431943322176
72,40,56,98,14,-0.1308992675592447,-0.0214106195359553
73,28,209,129,0,0.13826517935484947,-0.04511221032887475
73,29,195,121,0,0.09632405027258556,-0.03826297667586875
73,30,180,114,0,0.06920142621660752,-0.03451121964800863
73,31,165,109,0,0.048418578457614166,-0.032252644421814865
73,32,155,105,1,0.03088667636830605,-0.03088667636830605
73,33,143,101,3,0.015067403328270003,-0.03014605954138166
73,34,121,97,6,0.0,-0.029910794252010212
73,35,108,95,10,-0.015067403328270003,-0.03014605954138166
73,36,97,97,9,-0.03088667636830605,-0.03088667636830605
73,37,91,97,8,-0.048418578457614166,-0.032252644421814865
73,38,73,95,6,-0.06920142621660752,-0.03451121964800863
73,39,63,93,6,-0.09632405027258556,-0.03826297667586875
73,40,55,94,4,-0.13826517935484947,-0.04511221032887475
74,29,204,127,0,0.10335206051617353,-0.061575680566778264
74,30,191,122,0,0.07313727383716523,-0.05474926718086332
74,31,175,115,0,0.05077710678338576,-0.05077710678338576
74,32,166,112,0,0.032252644421814865,-0.048418578457614166
74,33,153,108,0,0.015699044804238282,-0.04715256350368319
74,34,133,104,0,0.0,-0.0467521999912377
74,35,121,101,0,-0.015699044804238282,-0.04715256350368319
74,36,110,100,0,-0.032252644421814865,-0.048418578457614166
74,37,102,100,0,-0.05077710678338576,-0.05077710678338576
74,38,83,99,0,-0.07313727383716523,-0.05474926718086332
74,39,70,97,0,-0.10335206051617353,-0.061575680566778264
75,30,196,127,0,0.08000000000000003,-0.08000000000000003
75,31,182,121,0,0.05474926718086332,-0.07313727383716523
75,32,170,117,0,0.03451121964800863,-0.06920142621660752
75,33,160,113,0,0.016733781794646463,-0.06712694158311132
75,34,142,109,0,0.0,-0.06647615158762404
75,35,131,107,0,-0.016733781794646463,-0.06712694158311132
75,36,119,105,0,-0.03451121964800863,-0.06920142621660752
75,37,108,103,0,-0.05474926718086332,-0.07313727383716523
75,38,89,102,0,-0.08000000000000003,-0.08000000000000003
76,31,193,128,0,0.061575680566778264,-0.10335206051617353
76,32,180,123,0,0.03826297667586875,-0.09632405027258556
76,33,170,120,0,0.01842431943322176,-0.0927510698353074
76,34,157,116,0,0.0,-0.09164721253127672
76,35,146,113,0,-0.01842431943322176,-0.0927510698353074
76,36,130,110,0,-0.03826297667586875,-0.09632405027258556
76,37,121,108,0,-0.061575680566778264,-0.10335206051617353
77,32,190,129,0,0.04511221032887475,-0.13826517935484947
77,33,177,124,0,0.0214106195359553,-0.1308992675592447
77,34,166,121,0,0.0,-0.1287068006749893
77,35,156,119,0,-0.0214106195359553,-0.1308992675592447
77,36,139,113,0,-0.04511221032887475,-0.13826517935484947
52,42,75,60,136,0.04511221032887475,0.13826517935484947
52,43,72,62,140,0.0214106195359553,0.1308992675592447
52,44,67,62,141,0.0,0.1287068006749893
52,45,63,64,139,-0.0214106195359553,0.1308992675592447
52,46,55,66,140,-0.04511221032887475,0.13826517935484947
53,41,95,69,133,0.061575680566778264,0.10335206051617353
53,42,82,68,138,0.03826297667586875,0.09632405027258556
53,43,80,69,140,0.01842431943322176,0.0927510698353074
53,44,73,69,142,0.0,0.09164721253127672
53,45,70,72,140,-0.01842431943322176,0.0927510698353074
53,46,61,75,138,-0.03826297667586875,0.09632405027258556
53,47,56,76,138,-0.061575680566778264,0.10335206051617353
54,40,112,78,117,0.08000000000000003,0.08000000000000003
54,41,108,77,120,0.05474926718086332,0.07313727383716523
54,42,96,78,126,0.03451121964800863,0.06920142621660752
54,43,92,79,129,0.016733781794646463,0.06712694158311132
54,44,82,79,131,0.0,0.06647615158762404
54,45,76,79,129,-0.016733781794646463,0.06712694158311132
54,46,67,81,127,-0.03451121964800863,0.06920142621660752
54,47,62,83,127,-0.05474926718086332,0.07313727383716523
54,48,53,86,124,-0.08000000000000003,0.08000000000000003
55,39,130,86,106,0.10335206051617353,0.061575680566778264
55,40,118,83,113,0.07313727383716523,0.05474926718086332
55,41,114,85,118,0.05077710678338576,0.05077710678338576
55,42,101,84,125,0.032252644421814865,0.048418578457614166
55,43,95,82,126,0.015699044804238282,0.04715256350368319
55,44,87,84,128,0.0,0.0467521999912377
55,45,80,84,129,-0.015699044804238282,0.04715256350368319
55,46,70,85,126,-0.032252644421814865,0.048418578457614166
55,47,65,86,124,-0.05077710678338576,0.05077710678338576
55,48,53,88,120,-0.07313727383716523,0.05474926718086332
55,49,50,90,118,-0.10335206051617353,0.061575680566778264
56,38,146,94,81,0.13826517935484947,0.04511221032887475
56,39,141,92,85,0.09632405027258556,0.03826297667586875
56,40,129,90,92,0.06920142621660752,0.03451121964800863
56,41,123,90,95,0.048418578457614166,0.032252644421814865
56,42,111,89,102,0.03088667636830605,0.03088667636830605
56,43,105,88,105,0.015067403328270003,0.03014605954138166
56,44,93,89,108,0.0,0.029910794252010212
56,45,88,90,109,-0.015067403328270003,0.03014605954138166
56,46,77,90,106,-0.03088667636830605,0.03088667636830605
56,47,72,92,104,-0.048418578457614166,0.032252644421814865
56,48,61,94,104,-0.06920142621660752,0.03451121964800863
56,49,55,95,101,-0.09632405027258556,0.03826297667586875
56,50,43,97,92,-0.13826517935484947,0.04511221032887475
57,38,149,94,76,0.1308992675592447,0.0214106195359553
57,39,143,92,80,0.0927510698353074,0.01842431943322176
57,40,133,92,89,0.06712694158311132,0.016733781794646463
57,41,126,91,90,0.04715256350368319,0.015699044804238282
57,42,113,89,95,0.03014605954138166,0.015067403328270003
57,43,107,89,97,0.014723162687942437,0.014723162687942437
57,44,97,90,102,0.0,0.014613556019536122
57,45,91,91,103,-0.014723162687942437,0.014723162687942437
57,46,81,92,101,-0.03014605954138166,0.015067403328270003
57,47,75,93,100,-0.04715256350368319,0.015699044804238282
57,48,62,95,96,-0.06712694158311132,0.016733781794646463
57,49,55,95,94,-0.0927510698353074,0.01842431943322176
57,50,42,97,87,-0.1308992675592447,0.0214106195359553
58,38,159,98,50,0.1287068006749893,0.0
58,39,152,97,55,0.09164721253127672,0.0
58,40,141,96,63,0.06647615158762404,0.0
58,41,135,96,64,0.0467521999912377,0.0
58,42,124,95,70,0.029910794252010212,0.0
58,43,119,96,73,0.014613556019536122,0.0
58,45,98,96,78,-0.014613556019536122,0.0
58,46,88,96,80,-0.029910794252010212,0.0
58,47,82,98,78,-0.0467521999912377,0.0
58,48,69,100,72,-0.06647615158762404,0.0
58,49,59,99,70,-0.09164721253127672,0.0
58,50,45,101,65,-0.1287068006749893,0.0
59,38,158,95,34,0.1308992675592447,-0.0214106195359553
59,39,152,95,43,0.0927510698353074,-0.01842431943322176
59,40,141,93,52,0.06712694158311132,-0.016733781794646463
59,41,136,93,55,0.04715256350368319,-0.015699044804238282
59,42,125,94,61,0.03014605954138166,-0.015067403328270003
59,43,120,94,62,0.014723162687942437,-0.014723162687942437
59,44,107,95,68,0.0,-0.014613556019536122
59,45,100,95,67,-0.014723162687942437,-0.014723162687942437
59,46,90,96,71,-0.03014605954138166,-0.015067403328270003
59,47,83,97,70,-0.04715256350368319,-0.015699044804238282
59,48,69,98,65,-0.06712694158311132,-0.016733781794646463
59,49,58,97,62,-0.0927510698353074,-0.01842431943322176
59,50,42,97,56,-0.1308992675592447,-0.0214106195359553
60,38,168,98,3,0.13826517935484947,-0.04511221032887475
60,39,161,95,5,0.09632405027258556,-0.03826297667586875
60,40,153,96,13,0.06920142621660752,-0.03451121964800863
60,41,145,95,17,0.048418578457614166,-0.032252644421814865
60,42,137,99,24,0.03088667636830605,-0.03088667636830605
60,43,130,98,25,0.015067403328270003,-0.03014605954138166
60,44,120,99,28,0.0,-0.029910794252010212
60,45,111,99,28,-0.015067403328270003,-0.03014605954138166
60,46,96,99,26,-0.03088667636830605,-0.03088667636830605
60,47,89,98,25,-0.048418578457614166,-0.032252644421814865
60,48,80,100,23,-0.06920142621660752,-0.03451121964800863
60,49,71,103,23,-0.09632405027258556,-0.03826297667586875
60,50,51,99,15,-0.13826517935484947,-0.04511221032887475
61,39,167,99,0,0.10335206051617353,-0.061575680566778264
61,40,154,96,2,0.07313727383716523,-0.05474926718086332
61,41,146,94,3,0.05077710678338576,-0.05077710678338576
61,42,135,95,7,0.032252644421814865,-0.048418578457614166
61,43,127,94,7,0.015699044804238282,-0.04715256350368319
61,44,115,95,8,0.0,-0.0467521999912377
61,45,108,95,9,-0.015699044804238282,-0.04715256350368319
61,46,96,98,10,-0.032252644421814865,-0.048418578457614166
61,47,87,96,8,-0.05077710678338576,-0.05077710678338576
61,48,78,98,8,-0.07313727383716523,-0.05474926718086332
61,49,68,98,6,-0.10335206051617353,-0.061575680566778264
62,40,164,104,0,0.08000000000000003,-0.08000000000000003
62,41,157,102,0,0.05474926718086332,-0.07313727383716523
62,42,143,100,0,0.03451121964800863,-0.06920142621660752
62,43,136,100,0,0.016733781794646463,-0.06712694158311132
62,44,127,101,0,0.0,-0.06647615158762404
62,45,120,101,0,-0.016733781794646463,-0.06712694158311132
62,46,108,102,0,-0.03451121964800863,-0.06920142621660752
62,47,102,104,0,-0.05474926718086332,-0.07313727383716523
62,48,93,105,0,-0.08000000000000003,-0.08000000000000003
63,41,162,105,0,0.061575680566778264,-0.10335206051617353
63,42,149,105,0,0.03826297667586875,-0.09632405027258556
63,43,142,105,0,0.01842431943322176,-0.0927510698353074
63,44,132,105,0,0.0,-0.09164721253127672
63,45,124,104,0,-0.01842431943322176,-0.0927510698353074
63,46,113,106,0,-0.03826297667586875,-0.09632405027258556
63,47,107,106,0,-0.061575680566778264,-0.10335206051617353
64,42,160,111,0,0.04511221032887475,-0.13826517935484947
64,43,154,110,0,0.0214106195359553,-0.1308992675592447
64,44,145,110,0,0.0,-0.1287068006749893
64,45,138,110,0,-0.0214106195359553,-0.1308992675592447
64,46,125,110,0,-0.04511221032887475,-0.13826517935484947
46,27,63,53,135,0.04511221032887475,0.13826517935484947
46,28,62,54,138,0.0214106195359553,0.1308992675592447
46,29,57,55,140,0.0,0.1287068006749893
46,30,54,57,142,-0.0214106195359553,0.1308992675592447
46,31,51,60,131,-0.04511221032887475,0.13826517935484947
47,26,74,57,138,0.061575680566778264,0.10335206051617353
47,27,66,56,140,0.03826297667586875,0.09632405027258556
47,28,62,56,141,0.01842431943322176,0.0927510698353074
47,29,57,57,143,0.0,0.09164721253127672
47,30,56,60,148,-0.01842431943322176,0.0927510698353074
47,31,50,63,143,-0.03826297667586875,0.09632405027258556
47,32,53,68,141,-0.061575680566778264,0.10335206051617353
48,25,89,68,131,0.08000000000000003,0.08000000000000003
48,26,84,67,132,0.05474926718086332,0.07313727383716523
48,27,78,69,138,0.03451121964800863,0.06920142621660752
48,28,70,66,137,0.016733781794646463,0.06712694158311132
48,29,62,64,140,0.0,0.06647615158762404
48,30,59,66,141,-0.016733781794646463,0.06712694158311132
48,31,56,70,138,-0.03451121964800863,0.06920142621660752
48,32,56,72,136,-0.05474926718086332,0.07313727383716523
48,33,53,73,135,-0.08000000000000003,0.08000000000000003
49,24,110,77,116,0.10335206051617353,0.061575680566778264
49,25,99,74,121,0.07313727383716523,0.05474926718086332
49,26,93,74,123,0.05077710678338576,0.05077710678338576
49,27,84,75,129,0.032252644421814865,0.048418578457614166
49,28,77,73,130,0.015699044804238282,0.04715256350368319
49,29,69,74,136,0.0,0.0467521999912377
49,30,65,73,134,-0.015699044804238282,0.04715256350368319
49,31,59,72,127,-0.032252644421814865,0.048418578457614166
49,32,56,73,128,-0.05077710678338576,0.05077710678338576
49,33,53,75,130,-0.07313727383716523,0.05474926718086332
49,34,47,76,127,-0.10335206051617353,0.061575680566778264
50,23,131,88,99,0.13826517935484947,0.04511221032887475
50,24,124,85,105,0.09632405027258556,0.03826297667586875
50,25,113,82,111,0.06920142621660752,0.03451121964800863
50,26,105,80,115,0.048418578457614166,0.032252644421814865
50,27,92,79,120,0.03088667636830605,0.03088667636830605
50,28,86,79,123,0.015067403328270003,0.03014605954138166
50,29,76,78,125,0.0,0.029910794252010212
50,30,71,76,123,-0.015067403328270003,0.03014605954138166
50,31,65,76,121,-0.03088667636830605,0.03088667636830605
50,32,58,76,120,-0.048418578457614166,0.032252644421814865
50,33,54,78,122,-0.06920142621660752,0.03451121964800863
50,34,50,78,119,-0.09632405027258556,0.03826297667586875
50,35,49,80,120,-0.13826517935484947,0.04511221032887475
51,23,142,94,83,0.1308992675592447,0.0214106195359553
51,24,134,90,89,0.0927510698353074,0.01842431943322176
51,25,124,89,96,0.06712694158311132,0.016733781794646463
51,26,115,87,103,0.04715256350368319,0.015699044804238282
51,27,103,85,111,0.03014605954138166,0.015067403328270003
51,28,96,84,115,0.014723162687942437,0.014723162687942437
51,29,85,82,117,0.0,0.014613556019536122
51,30,78,80,115,-0.014723162687942437,0.014723162687942437
51,31,67,80,116,-0.03014605954138166,0.015067403328270003
51,32,59,79,116,-0.04715256350368319,0.015699044804238282
51,33,54,79,115,-0.06712694158311132,0.016733781794646463
51,34,50,80,114,-0.0927510698353074,0.01842431943322176
51,35,48,81,111,-0.1308992675592447,0.0214106195359553
52,23,151,97,66,0.1287068006749893,0.0
52,24,145,96,73,0.09164721253127672,0.0
52,25,134,93,79,0.06647615158762404,0.0
52,26,125,91,83,0.0467521999912377,0.0
52,27,116,92,92,0.029910794252010212,0.0
52,28,106,90,94,0.014613556019536122,0.0
52,30,86,86,98,-0.014613556019536122,0.0
52,31,78,87,95,-0.029910794252010212,0.0
52,32,68,84,98,-0.0467521999912377,0.0
52,33,59,83,100,-0.06647615158762404,0.0
52,34,53,83,97,-0.09164721253127672,0.0
52,35,52,83,96,-0.1287068006749893,0.0
53,23,158,99,43,0.1308992675592447,-0.0214106195359553
53,24,154,99,53,0.0927510698353074,-0.01842431943322176
53,25,144,96,64,0.06712694158311132,-0.016733781794646463
53,26,135,96,69,0.04715256350368319,-0.015699044804238282
53,27,123,94,76,0.03014605954138166,-0.015067403328270003
53,28,114,93,81,0.014723162687942437,-0.014723162687942437
53,29,99,90,90,0.0,-0.014613556019536122
53,30,92,89,87,-0.014723162687942437,-0.014723162687942437
53,31,84,89,85,-0.03014605954138166,-0.015067403328270003
53,32,72,86,88,-0.04715256350368319,-0.015699044804238282
53,33,61,84,89,-0.06712694158311132,-0.016733781794646463
53,34,53,82,86,-0.0927510698353074,-0.01842431943322176
53,35,53,83,87,-0.1308992675592447,-0.0214106195359553
54,23,165,98,16,0.13826517935484947,-0.04511221032887475
54,24,161,100,27,0.09632405027258556,-0.03826297667586875
54,25,152,98,39,0.06920142621660752,-0.03451121964800863
54,26,144,98,47,0.048418578457614166,-0.032252644421814865
54,27,131,97,56,0.03088667636830605,-0.03088667636830605
54,28,122,94,58,0.015067403328270003,-0.03014605954138166
54,29,109,93,62,0.0,-0.029910794252010212
54,30,102,92,66,-0.015067403328270003,-0.03014605954138166
54,31,94,91,68,-0.03088667636830605,-0.03088667636830605
54,32,85,89,72,-0.048418578457614166,-0.032252644421814865
54,33,73,87,70,-0.06920142621660752,-0.03451121964800863
54,34,62,85,69,-0.09632405027258556,-0.03826297667586875
54,35,60,86,71,-0.13826517935484947,-0.04511221032887475
55,24,167,101,8,0.10335206051617353,-0.061575680566778264
55,25,155,97,17,0.07313727383716523,-0.05474926718086332
55,26,148,97,26,0.05077710678338576,-0.05077710678338576
55,27,133,95,34,0.032252644421814865,-0.048418578457614166
55,28,127,95,39,0.015699044804238282,-0.04715256350368319
55,29,114,92,42,0.0,-0.0467521999912377
55,30,106,90,47,-0.015699044804238282,-0.04715256350368319
55,31,98,89,54,-0.032252644421814865,-0.048418578457614166
55,32,88,87,56,-0.05077710678338576,-0.05077710678338576
55,33,76,85,56,-0.07313727383716523,-0.05474926718086332
55,34,63,82,58,-0.10335206051617353,-0.061575680566778264
56,25,170,105,4,0.08000000000000003,-0.08000000000000003
56,26,159,102,5,0.05474926718086332,-0.07313727383716523
56,27,143,98,7,0.03451121964800863,-0.06920142621660752
56,28,136,95,8,0.016733781794646463,-0.06712694158311132
56,29,127,94,11,0.0,-0.06647615158762404
56,30,116,92,13,-0.016733781794646463,-0.06712694158311132
56,31,109,92,19,-0.03451121964800863,-0.06920142621660752
56,32,97,89,18,-0.05474926718086332,-0.07313727383716523
56,33,87,87,17,-0.08000000000000003,-0.08000000000000003
57,26,170,109,0,0.061575680566778264,-0.10335206051617353
57,27,156,106,0,0.03826297667586875,-0.09632405027258556
57,28,147,101,1,0.01842431943322176,-0.0927510698353074
57,29,136,96,3,0.0,-0.09164721253127672
57,30,125,95,2,-0.01842431943322176,-0.0927510698353074
57,31,113,92,4,-0.03826297667586875,-0.09632405027258556
57,32,103,89,5,-0.061575680566778264,-0.10335206051617353
58,27,172,113,0,0.04511221032887475,-0.13826517935484947
58,28,166,111,1,0.0214106195359553,-0.1308992675592447
58,29,154,106,1,0.0,-0.1287068006749893
58,30,143,102,1,-0.0214106195359553,-0.1308992675592447
58,31,130,100,1,-0.04511221032887475,-0.13826517935484947
27,47,67,52,208,0.04511221032887475,0.13826517935484947
27,48,64,54,209,0.0214106195359553,0.1308992675592447
27,49,60,54,206,0.0,0.1287068006749893
27,50,56,56,206,-0.0214106195359553,0.1308992675592447
27,51,55,59,205,-0.04511221032887475,0.13826517935484947
28,46,75,61,202,0.061575680566778264,0.10335206051617353
28,47,73,60,204,0.03826297667586875,0.09632405027258556
28,48,68,62,204,0.01842431943322176,0.0927510698353074
28,49,63,60,201,0.0,0.09164721253127672
28,50,61,64,203,-0.01842431943322176,0.0927510698353074
28,51,59,68,203,-0.03826297667586875,0.09632405027258556
28,52,52,69,196,-0.061575680566778264,0.10335206051617353
29,45,83,62,188,0.08000000000000003,0.08000000000000003
29,46,80,66,192,0.05474926718086332,0.07313727383716523
29,47,78,66,192,0.03451121964800863,0.06920142621660752
29,48,74,69,194,0.016733781794646463,0.06712694158311132
29,49,71,70,192,0.0,0.06647615158762404
29,50,65,72,192,-0.016733781794646463,0.06712694158311132
29,51,62,72,191,-0.03451121964800863,0.06920142621660752
29,52,55,74,184,-0.05474926718086332,0.07313727383716523
29,53,51,74,182,-0.08000000000000003,0.08000000000000003
30,44,88,64,179,0.10335206051617353,0.061575680566778264
30,45,87,66,183,0.07313727383716523,0.05474926718086332
30,46,83,69,185,0.05077710678338576,0.05077710678338576
30,47,82,70,186,0.032252644421814865,0.048418578457614166
30,48,76,71,185,0.015699044804238282,0.04715256350368319
30,49,74,73,186,0.0,0.0467521999912377
30,50,67,74,185,-0.015699044804238282,0.04715256350368319
30,51,64,75,185,-0.032252644421814865,0.048418578457614166
30,52,57,76,178,-0.05077710678338576,0.05077710678338576
30,53,52,76,175,-0.07313727383716523,0.05474926718086332
30,54,46,78,168,-0.10335206051617353,0.061575680566778264
31,43,100,68,157,0.13826517935484947,0.04511221032887475
31,44,96,70,160,0.09632405027258556,0.03826297667586875
31,45,94,71,164,0.06920142621660752,0.03451121964800863
31,46,88,73,164,0.048418578457614166,0.032252644421814865
31,47,87,75,166,0.03088667636830605,0.03088667636830605
31,48,81,77,166,0.015067403328270003,0.03014605954138166
31,49,79,78,165,0.0,0.029910794252010212
31,50,71,78,163,-0.015067403328270003,0.03014605954138166
31,51,69,81,163,-0.03088667636830605,0.03088667636830605
31,52,62,83,157,-0.048418578457614166,0.032252644421814865
31,53,56,82,156,-0.06920142621660752,0.03451121964800863
31,54,50,83,151,-0.09632405027258556,0.03826297667586875
31,55,47,84,148,-0.13826517935484947,0.04511221032887475
32,43,103,70,149,0.1308992675592447,0.0214106195359553
32,44,97,70,154,0.0927510698353074,0.01842431943322176
32,45,95,71,156,0.06712694158311132,0.016733781794646463
32,46,89,73,158,0.04715256350368319,0.015699044804238282
32,47,88,76,160,0.03014605954138166,0.015067403328270003
32,48,82,77,160,0.014723162687942437,0.014723162687942437
32,49,79,78,159,0.0,0.014613556019536122
32,50,71,79,157,-0.014723162687942437,0.014723162687942437
32,51,68,81,155,-0.03014605954138166,0.015067403328270003
32,52,61,83,151,-0.04715256350368319,0.015699044804238282
32,53,56,83,149,-0.06712694158311132,0.016733781794646463
32,54,49,83,144,-0.0927510698353074,0.01842431943322176
32,55,45,84,139,-0.1308992675592447,0.0214106195359553
33,43,106,74,124,0.1287068006749893,0.0
33,44,102,76,128,0.09164721253127672,0.0
33,45,101,78,132,0.06647615158762404,0.0
33,46,94,78,131,0.0467521999912377,0.0
33,47,91,79,132,0.029910794252010212,0.0
33,48,84,80,132,0.014613556019536122,0.0
33,50,77,86,132,-0.014613556019536122,0.0
33,51,71,85,130,-0.029910794252010212,0.0
33,52,65,86,126,-0.0467521999912377,0.0
33,53,60,86,124,-0.06647615158762404,0.0
33,54,53,87,123,-0.09164721253127672,0.0
33,55,48,88,117,-0.1287068006749893,0.0
34,43,108,74,112,0.1308992675592447,-0.0214106195359553
34,44,103,74,116,0.0927510698353074,-0.01842431943322176
34,45,103,78,121,0.06712694158311132,-0.016733781794646463
34,46,96,79,120,0.04715256350368319,-0.015699044804238282
34,47,95,81,120,0.03014605954138166,-0.015067403328270003
34,48,86,82,119,0.014723162687942437,-0.014723162687942437
34,49,85,84,120,0.0,-0.014613556019536122
34,50,78,85,118,-0.014723162687942437,-0.014723162687942437
34,51,73,84,115,-0.03014605954138166,-0.015067403328270003
34,52,66,86,113,-0.04715256350368319,-0.015699044804238282
34,53,61,86,110,-0.06712694158311132,-0.016733781794646463
34,54,55,87,109,-0.0927510698353074,-0.01842431943322176
34,55,50,87,102,-0.1308992675592447,-0.0214106195359553
35,43,112,77,83,0.13826517935484947,-0.04511221032887475
35,44,108,79,85,0.09632405027258556,-0.03826297667586875
35,45,105,81,85,0.06920142621660752,-0.03451121964800863
35,46,100,84,86,0.048418578457614166,-0.032252644421814865
35,47,98,86,87,0.03088667636830605,-0.03088667636830605
35,48,90,86,85,0.015067403328270003,-0.03014605954138166
35,49,88,86,84,0.0,-0.029910794252010212
35,50,82,88,85,-0.015067403328270003,-0.03014605954138166
35,51,78,88,85,-0.03088667636830605,-0.03088667636830605
35,52,70,88,85,-0.048418578457614166,-0.032252644421814865
35,53,66,88,82,-0.06920142621660752,-0.03451121964800863
35,54,57,87,79,-0.09632405027258556,-0.03826297667586875
35,55,50,86,73,-0.13826517935484947,-0.04511221032887475
36,44,111,79,68,0.10335206051617353,-0.061575680566778264
36,45,108,80,67,0.07313727383716523,-0.05474926718086332
36,46,102,82,65,0.05077710678338576,-0.05077710678338576
36,47,99,83,65,0.032252644421814865,-0.048418578457614166
36,48,93,86,65,0.015699044804238282,-0.04715256350368319
36,49,89,85,64,0.0,-0.0467521999912377
36,50,82,85,62,-0.015699044804238282,-0.04715256350368319
36,51,78,86,61,-0.032252644421814865,-0.048418578457614166
36,52,71,87,58,-0.05077710678338576,-0.05077710678338576
36,53,66,87,55,-0.07313727383716523,-0.05474926718086332
36,54,53,83,46,-0.10335206051617353,-0.061575680566778264
37,45,107,78,32,0.08000000000000003,-0.08000000000000003
37,46,102,80,29,0.05474926718086332,-0.07313727383716523
37,47,100,82,30,0.03451121964800863,-0.06920142621660752
37,48,94,83,30,0.016733781794646463,-0.06712694158311132
37,49,92,84,31,0.0,-0.06647615158762404
37,50,85,84,31,-0.016733781794646463,-0.06712694158311132
37,51,80,84,28,-0.03451121964800863,-0.06920142621660752
37,52,70,85,26,-0.05474926718086332,-0.07313727383716523
37,53,65,86,24,-0.08000000000000003,-0.08000000000000003
38,46,106,80,13,0.061575680566778264,-0.10335206051617353
38,47,104,81,12,0.03826297667586875,-0.09632405027258556
38,48,97,83,12,0.01842431943322176,-0.0927510698353074
38,49,94,84,12,0.0,-0.09164721253127672
38,50,89,85,12,-0.01842431943322176,-0.0927510698353074
38,51,85,86,11,-0.03826297667586875,-0.09632405027258556
38,52,75,89,11,-0.061575680566778264,-0.10335206051617353
39,47,112,86,1,0.04511221032887475,-0.13826517935484947
39,48,106,88,0,0.0214106195359553,-0.1308992675592447
39,49,103,90,0,0.0,-0.1287068006749893
39,50,97,90,0,-0.0214106195359553,-0.1308992675592447
39,51,94,93,1,-0.04511221032887475,-0.13826517935484947
9,47,63,40,241,0.04511221032887475,0.13826517935484947
9,48,64,43,243,0.0214106195359553,0.1308992675592447
9,49,60,42,244,0.0,0.1287068006749893
9,50,58,45,240,-0.0214106195359553,0.1308992675592447
9,51,55,46,240,-0.04511221032887475,0.13826517935484947
10,46,69,44,239,0.061575680566778264,0.10335206051617353
10,47,66,44,239,0.03826297667586875,0.09632405027258556
10,48,68,46,242,0.01842431943322176,0.0927510698353074
10,49,63,44,240,0.0,0.09164721253127672
10,50,60,47,238,-0.01842431943322176,0.0927510698353074
10,51,58,50,239,-0.03826297667586875,0.09632405027258556
10,52,54,49,232,-0.061575680566778264,0.10335206051617353
11,45,75,48,234,0.08000000000000003,0.08000000000000003
11,46,72,49,235,0.05474926718086332,0.07313727383716523
11,47,69,48,235,0.03451121964800863,0.06920142621660752
11,48,68,49,235,0.016733781794646463,0.06712694158311132
11,49,64,48,234,0.0,0.06647615158762404
11,50,63,53,233,-0.016733781794646463,0.06712694158311132
11,51,59,55,233,-0.03451121964800863,0.06920142621660752
11,52,57,57,229,-0.05474926718086332,0.07313727383716523
11,53,54,57,226,-0.08000000000000003,0.08000000000000003
12,44,80,52,224,0.10335206051617353,0.061575680566778264
12,45,77,52,225,0.07313727383716523,0.05474926718086332
12,46,73,51,225,0.05077710678338576,0.05077710678338576
12,47,70,51,226,0.032252644421814865,0.048418578457614166
12,48,71,54,228,0.015699044804238282,0.04715256350368319
12,49,68,55,228,0.0,0.0467521999912377
12,50,67,61,228,-0.015699044804238282,0.04715256350368319
12,51,61,60,225,-0.032252644421814865,0.048418578457614166
12,52,60,65,224,-0.05077710678338576,0.05077710678338576
12,53,56,65,221,-0.07313727383716523,0.05474926718086332
12,54,51,65,217,-0.10335206051617353,0.061575680566778264
13,43,83,54,212,0.13826517935484947,0.04511221032887475
13,44,82,55,213,0.09632405027258556,0.03826297667586875
13,45,80,56,214,0.06920142621660752,0.03451121964800863
13,46,75,56,213,0.048418578457614166,0.032252644421814865
13,47,74,59,215,0.03088667636830605,0.03088667636830605
13,48,73,60,215,0.015067403328270003,0.03014605954138166
13,49,70,61,215,0.0,0.029910794252010212
13,50,66,64,211,-0.015067403328270003,0.03014605954138166
